OrderID,OrderDateKey,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,NetRevenue,COGS,Profit,PaymentMethod,PromoCode,ShipDays,ShipMode,ReturnedFlag
O0000245,20250919,C00725,P0128,S024,2,510,0.0645,1020,1020,700,320,UPI,NEWUSER10,3,Standard,0
O0000246,20251120,C00003,P0100,S005,2,20600,0.1107,41200,41200,30740,10460,Debit Card,BULK5,5,Standard,0
O0000247,20250820,C00486,P0120,S026,1,22880,0.1296,22880,22880,16520,6360,Cash,BULK5,5,Standard,0
O0000248,20250228,C01372,P0112,S002,1,690,0.0856,690,690,560,130,UPI,BANK10,4,Standard,0
O0000249,20250906,C01974,P0030,S010,1,290,0.0149,290,290,200,90,Credit Card,NONE,5,Standard,0
O0000250,20250114,C01264,P0143,S026,2,1770,0.075,3540,0,2900,-2900,UPI,NEWUSER10,5,Standard,1
O0000251,20250326,C01813,P0049,S013,2,1020,0.0415,2040,2040,1400,640,UPI,NONE,6,Standard,0
O0000252,20250215,C00186,P0033,S020,1,720,0.1,720,0,560,-560,Wallet,CLEARANCE20,4,Standard,1
O0000253,20251226,C00762,P0099,S013,2,350,0.1293,700,700,540,160,Net Banking,NEWUSER10,8,Standard,0
O0000254,20250515,C01647,P0115,S023,3,910,0.0259,2730,2730,2070,660,Net Banking,NONE,3,Standard,0
O0000255,20250723,C00136,P0068,S007,1,690,0.0692,690,690,580,110,UPI,BANK10,6,Standard,0
O0000256,20251016,C01460,P0011,S008,1,410,0.0533,410,410,280,130,UPI,NEWUSER10,2,Express,0
O0000257,20251220,C00422,P0180,S044,1,250,0.1672,250,250,220,30,Debit Card,FESTIVE15,3,Standard,0
O0000258,20251230,C01049,P0147,S015,2,31090,0.1103,62180,62180,52380,9800,UPI,NONE,4,Standard,0
O0000259,20250301,C01575,P0090,S032,1,140,0.0352,140,140,100,40,UPI,NONE,0,Express,0
O0000260,20250524,C02467,P0063,S001,3,3170,0.1267,9510,9510,6360,3150,UPI,NEWUSER10,2,Express,0
O0000261,20250528,C00226,P0159,S005,1,690,0,690,690,400,290,UPI,NONE,7,Standard,0
O0000262,20251018,C01377,P0064,S036,2,220,0.1789,440,440,380,60,UPI,FESTIVE15,6,Standard,0
O0000263,20250503,C01342,P0037,S017,2,80,0.1056,160,160,120,40,Credit Card,NEWUSER10,1,Express,0
O0000264,20250326,C00159,P0046,S014,1,90,0.0396,90,90,70,20,Debit Card,NONE,1,Express,0
O0000265,20251003,C01533,P0101,S008,3,140,0.0579,420,420,270,150,Net Banking,NONE,1,Express,0
O0000266,20250630,C00189,P0135,S012,3,450,0.0985,1350,1350,840,510,UPI,BULK5,2,Express,0
O0000267,20250930,C01720,P0058,S011,1,28270,0.2334,28270,28270,26580,1690,Credit Card,FESTIVE15,3,Standard,0
O0000268,20250519,C00520,P0035,S036,1,130,0.0084,130,130,100,30,UPI,NONE,5,Standard,0
O0000269,20250627,C00314,P0169,S043,3,2840,0.0816,8520,8520,6270,2250,Credit Card,NONE,5,Standard,0
O0000270,20250104,C00180,P0018,S002,4,39290,0,157160,157160,108520,48640,Credit Card,NONE,6,Standard,0
O0000271,20250106,C01150,P0100,S007,1,22870,0.013,22870,22870,15370,7500,UPI,NONE,5,Standard,0
O0000272,20250101,C00591,P0032,S029,1,4560,0.0308,4560,4560,3290,1270,UPI,NONE,0,Express,0
O0000273,20250305,C01159,P0118,S040,1,41190,0.0692,41190,41190,30310,10880,UPI,NONE,2,Express,0
O0000274,20250507,C02240,P0068,S015,1,680,0.0865,680,680,580,100,UPI,NONE,1,Express,0
O0000275,20250119,C02089,P0014,S038,2,910,0.0856,1820,1820,1160,660,UPI,NONE,7,Standard,0
O0000276,20250228,C01877,P0031,S001,2,340,0.1299,680,680,560,120,Wallet,CLEARANCE20,3,Standard,0
O0000277,20251106,C01172,P0088,S034,2,140,0.072,280,280,180,100,UPI,NEWUSER10,2,Express,0
O0000278,20251108,C00281,P0027,S043,3,350,0.0365,1050,1050,720,330,UPI,NONE,4,Standard,0
O0000279,20250416,C01017,P0105,S023,1,900,0.0753,900,900,680,220,Credit Card,NONE,3,Standard,0
O0000280,20251212,C00055,P0145,S027,1,90,0.0566,90,90,80,10,Cash,NONE,5,Standard,0
O0000281,20250213,C00309,P0053,S012,1,3050,0.0352,3050,3050,1780,1270,UPI,NONE,2,Express,0
O0000282,20250112,C00755,P0169,S036,2,2720,0.1198,5440,5440,4180,1260,Credit Card,BANK10,5,Standard,0
O0000283,20250510,C01737,P0133,S038,2,30200,0.01,60400,60400,37880,22520,Debit Card,NONE,0,Express,0
O0000284,20250407,C01971,P0016,S038,3,160,0.1226,480,480,330,150,Debit Card,BANK10,7,Standard,0
O0000285,20250129,C01550,P0084,S038,1,240,0.0394,240,240,190,50,Credit Card,NONE,4,Standard,0
O0000286,20251106,C00645,P0100,S004,3,21300,0.0807,63900,63900,46110,17790,Cash,NONE,4,Standard,0
O0000287,20251224,C01793,P0102,S024,1,35470,0.0413,35470,35470,22420,13050,Cash,BANK10,2,Express,0
O0000288,20250409,C02492,P0083,S023,1,24580,0.18,24580,24580,22270,2310,Net Banking,NEWUSER10,3,Standard,0
O0000289,20250425,C01641,P0065,S003,3,450,0.1524,1350,1350,930,420,Wallet,FESTIVE15,3,Standard,0
O0000290,20250920,C01905,P0103,S037,1,40,0.0335,40,40,30,10,UPI,NONE,3,Standard,0
O0000291,20251207,C02189,P0122,S009,2,30,0.0148,60,60,40,20,Credit Card,NONE,4,Standard,0
O0000292,20250415,C01789,P0153,S020,1,170,0.0763,170,170,140,30,Debit Card,NONE,3,Standard,0
O0000293,20250907,C02194,P0019,S003,1,140,0.0124,140,140,100,40,UPI,NONE,3,Standard,0
O0000294,20250109,C00741,P0025,S036,1,250,0.1237,250,250,160,90,UPI,FESTIVE15,3,Standard,0
O0000295,20250726,C00770,P0092,S009,5,70,0.0582,350,350,200,150,UPI,BULK5,3,Standard,0
O0000296,20251227,C00437,P0077,S024,1,2730,0.08,2730,2730,1990,740,UPI,BANK10,4,Standard,0
O0000297,20250623,C00457,P0162,S023,1,230,0.0523,230,230,160,70,Debit Card,NONE,3,Standard,0
O0000298,20250823,C01383,P0104,S005,4,22430,0.0456,89720,89720,65480,24240,Credit Card,NONE,3,Standard,0
O0000299,20250908,C02317,P0043,S039,1,310,0.0856,310,310,260,50,Wallet,BANK10,3,Standard,0
O0000300,20250819,C00555,P0154,S001,1,1930,0.0662,1930,1930,1610,320,Debit Card,NONE,4,Standard,0
O0000301,20250908,C01783,P0157,S030,3,38380,0.0623,115140,0,88710,-88710,UPI,NONE,2,Express,1
O0000302,20251120,C00195,P0008,S008,1,440,0.0566,440,440,360,80,Cash,NONE,0,Express,0
O0000303,20250104,C02428,P0160,S028,1,470,0.0171,470,470,270,200,Debit Card,NONE,3,Standard,0
O0000304,20251119,C01315,P0066,S011,3,150,0.0094,450,450,300,150,UPI,NONE,5,Standard,0
O0000305,20251128,C01243,P0042,S034,1,720,0.043,720,720,570,150,UPI,NONE,4,Standard,0
O0000306,20251126,C00900,P0021,S026,1,20,0.1403,20,20,10,10,Debit Card,FESTIVE15,5,Standard,0
O0000307,20250515,C02406,P0015,S029,1,570,0.04,570,570,360,210,Wallet,NEWUSER10,3,Standard,0
O0000308,20250801,C01049,P0011,S045,1,410,0.0396,410,410,280,130,UPI,NONE,4,Standard,0
O0000309,20250509,C00307,P0138,S020,2,27310,0.129,54620,54620,43640,10980,Wallet,NONE,7,Standard,0
O0000310,20251103,C01410,P0163,S035,4,20,0.0443,80,80,80,0,UPI,NONE,1,Express,0
O0000311,20250529,C01476,P0173,S037,1,30,0.0708,30,30,20,10,Credit Card,NEWUSER10,4,Standard,0
O0000312,20250425,C01866,P0092,S015,1,60,0.1265,60,60,40,20,UPI,FESTIVE15,3,Standard,0
O0000313,20250908,C01242,P0047,S014,1,660,0.0338,660,660,420,240,Debit Card,NONE,5,Standard,0
O0000314,20250119,C00700,P0160,S032,1,440,0.0817,440,440,270,170,UPI,NEWUSER10,3,Standard,0
O0000315,20250518,C00007,P0165,S042,2,240,0.0884,480,480,400,80,UPI,NEWUSER10,3,Standard,0
O0000316,20250317,C02467,P0073,S001,2,100,0.0075,200,200,120,80,UPI,NONE,1,Express,0
O0000317,20250517,C00483,P0038,S006,1,10,0.2275,10,10,10,0,UPI,CLEARANCE20,2,Express,0
O0000318,20250613,C00878,P0152,S008,1,1370,0.0759,1370,1370,1040,330,Wallet,BANK10,3,Standard,0
O0000319,20250124,C00384,P0065,S029,1,530,0,530,530,310,220,UPI,NONE,5,Standard,0
O0000320,20251112,C00589,P0097,S019,3,2520,0.1345,7560,7560,5400,2160,Net Banking,NEWUSER10,6,Standard,0
O0000321,20250602,C00153,P0160,S023,1,480,0,480,0,270,-270,UPI,NONE,3,Standard,1
O0000322,20250511,C00851,P0030,S015,1,260,0.1096,260,260,200,60,Debit Card,BULK5,3,Standard,0
O0000323,20250224,C02371,P0055,S020,2,280,0,560,560,360,200,UPI,NONE,4,Standard,0
O0000324,20251230,C00560,P0039,S035,1,2930,0.0186,2930,2930,1890,1040,UPI,NONE,4,Standard,0
O0000325,20251109,C02414,P0137,S020,2,440,0.1615,880,880,760,120,Debit Card,FESTIVE15,3,Standard,0
O0000326,20250625,C01585,P0022,S018,1,3620,0.0688,3620,3620,2330,1290,Credit Card,NONE,3,Standard,0
O0000327,20250503,C02230,P0027,S002,1,260,0.2866,260,260,240,20,Credit Card,CLEARANCE20,4,Standard,0
O0000328,20250620,C01552,P0060,S018,1,630,0.1277,630,630,530,100,Credit Card,BULK5,5,Standard,0
O0000329,20251217,C02473,P0069,S034,2,17090,0.0899,34180,34180,27320,6860,Credit Card,BULK5,2,Express,0
O0000330,20250322,C01380,P0135,S007,4,480,0.047,1920,1920,1120,800,Debit Card,NONE,1,Express,0
O0000331,20250907,C02077,P0170,S016,1,12510,0,12510,12510,9190,3320,UPI,NONE,4,Standard,0
O0000332,20251126,C00093,P0108,S013,1,460,0.1202,460,460,290,170,Credit Card,BULK5,2,Express,0
O0000333,20251003,C02331,P0041,S022,3,6550,0.0059,19650,19650,14220,5430,Net Banking,NONE,5,Standard,0
O0000334,20251114,C00046,P0119,S037,3,1500,0.1731,4500,4500,4050,450,UPI,FESTIVE15,4,Standard,0
O0000335,20251212,C00495,P0127,S039,1,27980,0.1058,27980,0,18490,-18490,Net Banking,NEWUSER10,3,Standard,1
O0000336,20250122,C01847,P0016,S018,2,160,0.1227,320,320,220,100,UPI,BANK10,3,Standard,0
O0000337,20250329,C00643,P0166,S026,1,170,0.0684,170,170,120,50,Credit Card,BULK5,4,Standard,0
O0000338,20250222,C00105,P0093,S037,2,160,0.1354,320,320,220,100,Debit Card,NEWUSER10,4,Standard,0
O0000339,20250727,C02156,P0142,S039,2,3340,0.1056,6680,6680,5400,1280,UPI,NEWUSER10,7,Standard,0
O0000340,20250529,C01282,P0010,S028,1,14690,0.1011,14690,14690,10900,3790,UPI,BULK5,2,Express,0
O0000341,20250115,C01199,P0171,S007,1,29910,0.0257,29910,29910,23410,6500,UPI,NONE,5,Standard,0
O0000342,20250723,C00791,P0176,S017,1,220,0.0164,220,220,130,90,Credit Card,NONE,7,Standard,0
O0000343,20250206,C01793,P0170,S013,1,10740,0.1415,10740,10740,9190,1550,Cash,BANK10,4,Standard,0
O0000344,20250529,C00787,P0096,S031,1,2590,0.0915,2590,2590,1720,870,Credit Card,BULK5,3,Standard,0
O0000345,20250514,C01405,P0021,S011,3,20,0.089,60,60,30,30,Net Banking,BANK10,3,Standard,0
O0000346,20251123,C00326,P0082,S002,1,310,0.1514,310,310,250,60,Net Banking,FESTIVE15,3,Standard,0
O0000347,20250907,C00765,P0109,S040,1,560,0,560,560,360,200,Net Banking,NONE,3,Standard,0
O0000348,20250816,C00071,P0081,S005,2,120,0.1396,240,240,220,20,Debit Card,BANK10,5,Standard,0
O0000349,20251031,C00713,P0077,S036,1,2970,0,2970,2970,1990,980,UPI,NONE,5,Standard,0
O0000350,20250307,C00953,P0063,S043,1,3630,0,3630,3630,2120,1510,Debit Card,NONE,2,Express,0
O0000351,20250404,C01871,P0123,S038,1,30,0,30,30,20,10,Net Banking,NONE,5,Standard,0
O0000352,20251002,C02056,P0104,S022,4,20510,0.1272,82040,82040,65480,16560,UPI,FESTIVE15,4,Standard,0
O0000353,20251001,C01331,P0134,S026,5,480,0.0883,2400,2400,1800,600,Debit Card,NEWUSER10,4,Standard,0
O0000354,20250108,C02315,P0015,S033,1,530,0.0939,530,530,360,170,UPI,NEWUSER10,5,Standard,0
O0000355,20250323,C00899,P0045,S010,1,10740,0.1315,10740,10740,8280,2460,UPI,FESTIVE15,3,Standard,0
O0000356,20250324,C01236,P0159,S020,2,650,0.0547,1300,1300,800,500,UPI,BULK5,3,Standard,0
O0000357,20250103,C01543,P0144,S017,2,440,0.0757,880,880,680,200,UPI,NONE,4,Standard,0
O0000358,20250830,C00443,P0122,S013,1,20,0.178,20,20,20,0,Credit Card,FESTIVE15,6,Standard,0
O0000359,20250120,C01050,P0074,S025,1,23210,0.086,23210,23210,17710,5500,Net Banking,NONE,0,Express,0
O0000360,20251104,C02250,P0078,S019,1,3920,0.0724,3920,3920,2490,1430,UPI,BANK10,4,Standard,0
O0000361,20250802,C01188,P0119,S001,1,1810,0,1810,1810,1350,460,Credit Card,NONE,2,Express,0
O0000362,20251006,C02328,P0139,S005,1,1350,0.0602,1350,1350,1120,230,Debit Card,NONE,5,Standard,0
O0000363,20250701,C01695,P0077,S029,1,2740,0.0788,2740,2740,1990,750,UPI,NONE,1,Express,0
O0000364,20251221,C00425,P0162,S025,1,240,0,240,240,160,80,Credit Card,NONE,5,Standard,0
O0000365,20250409,C01145,P0063,S039,1,3160,0.1302,3160,3160,2120,1040,Wallet,NEWUSER10,2,Express,0
O0000366,20250723,C00916,P0058,S004,1,32920,0.1073,32920,32920,26580,6340,Credit Card,BULK5,6,Standard,0
O0000367,20250103,C02375,P0125,S015,1,60,0,60,60,50,10,Credit Card,NONE,2,Express,0
O0000368,20251101,C00840,P0143,S018,1,1780,0.0673,1780,1780,1450,330,UPI,BULK5,4,Standard,0
O0000369,20250727,C01213,P0098,S031,1,140,0.0822,140,140,100,40,Credit Card,NEWUSER10,4,Standard,0
O0000370,20250306,C01726,P0172,S020,1,21750,0.0718,21750,21750,17320,4430,Credit Card,NEWUSER10,3,Standard,0
O0000371,20251026,C02405,P0154,S022,2,1870,0.0957,3740,3740,3220,520,UPI,NONE,1,Express,0
O0000372,20251228,C01366,P0038,S042,2,10,0.1845,20,20,20,0,Cash,CLEARANCE20,4,Standard,0
O0000373,20250126,C02120,P0142,S001,3,3650,0.0225,10950,10950,8100,2850,UPI,NONE,0,Express,0
O0000374,20251105,C00293,P0146,S041,4,80,0.2276,320,320,320,0,Credit Card,CLEARANCE20,4,Standard,0
O0000375,20250926,C02228,P0157,S013,1,37610,0.0811,37610,37610,29570,8040,UPI,NONE,4,Standard,0
O0000376,20250510,C00519,P0095,S002,4,140,0.0334,560,560,320,240,Net Banking,NONE,2,Express,0
O0000377,20250820,C01909,P0138,S024,3,27140,0.1345,81420,81420,65460,15960,Debit Card,FESTIVE15,0,Express,0
O0000378,20251014,C01336,P0131,S010,1,320,0.1107,320,320,270,50,UPI,BULK5,0,Express,0
O0000379,20250624,C01512,P0166,S033,1,160,0.089,160,0,120,-120,Credit Card,NONE,2,Express,1
O0000380,20250901,C00232,P0054,S035,1,490,0.1254,490,490,340,150,UPI,CLEARANCE20,3,Standard,0
O0000381,20250118,C01332,P0029,S019,3,300,0.0485,900,900,660,240,UPI,NONE,4,Standard,0
O0000382,20251204,C00217,P0138,S036,1,30870,0.0156,30870,30870,21820,9050,Credit Card,NONE,3,Standard,0
O0000383,20251204,C01380,P0116,S009,1,300,0.0107,300,300,200,100,UPI,NONE,1,Express,0
O0000384,20250318,C01017,P0176,S016,2,190,0.1139,380,380,260,120,Credit Card,NEWUSER10,6,Standard,0
O0000385,20250624,C00504,P0015,S003,3,540,0.0817,1620,1620,1080,540,Credit Card,NEWUSER10,5,Standard,0
O0000386,20250329,C01228,P0007,S029,2,27230,0.0682,54460,54460,40860,13600,UPI,BANK10,3,Standard,0
O0000387,20250526,C00536,P0090,S033,1,150,0.0068,150,150,100,50,UPI,NONE,5,Standard,0
O0000388,20250411,C00207,P0110,S035,1,430,0.0497,430,430,300,130,Credit Card,BULK5,2,Express,0
O0000389,20251111,C00086,P0156,S017,2,710,0.1433,1420,1420,1200,220,Credit Card,NEWUSER10,3,Standard,0
O0000390,20250911,C00854,P0121,S038,2,670,0.022,1340,1340,900,440,Cash,NONE,0,Express,0
O0000391,20251105,C01864,P0131,S030,1,330,0.0916,330,330,270,60,Cash,NEWUSER10,2,Express,0
O0000392,20251017,C01442,P0070,S026,2,710,0.0273,1420,1420,900,520,UPI,NONE,3,Standard,0
O0000393,20250923,C00313,P0105,S010,1,750,0.227,750,750,680,70,UPI,FESTIVE15,4,Standard,0
O0000394,20250302,C01110,P0026,S038,1,520,0.0447,520,520,350,170,Debit Card,NONE,5,Standard,0
O0000395,20251030,C01456,P0125,S034,1,50,0.1166,50,50,50,0,Debit Card,BULK5,1,Express,0
O0000396,20251013,C00585,P0026,S040,5,530,0.0143,2650,2650,1750,900,UPI,NONE,2,Express,0
O0000397,20250215,C00345,P0032,S016,1,4240,0.1004,4240,4240,3290,950,Credit Card,NONE,3,Standard,0
O0000398,20250202,C00623,P0030,S025,1,260,0.0947,260,260,200,60,Wallet,NONE,5,Standard,0
O0000399,20251005,C00167,P0168,S003,1,8060,0.0415,8060,8060,4790,3270,Net Banking,NONE,5,Standard,0
O0000400,20250523,C00606,P0032,S027,5,4220,0.1042,21100,21100,16450,4650,UPI,NONE,4,Standard,0
O0000401,20250430,C01334,P0039,S023,5,2790,0.0681,13950,13950,9450,4500,UPI,NEWUSER10,4,Standard,0
O0000402,20250525,C02004,P0180,S037,2,270,0.0886,540,540,440,100,UPI,NONE,3,Standard,0
O0000403,20251113,C02183,P0031,S033,1,360,0.089,360,360,280,80,Credit Card,NEWUSER10,4,Standard,0
O0000404,20250513,C01683,P0098,S045,2,150,0.0184,300,300,200,100,UPI,NONE,2,Express,0
O0000405,20250516,C00891,P0026,S042,2,510,0.0493,1020,0,700,-700,Credit Card,NONE,2,Express,1
O0000406,20250526,C02335,P0081,S008,1,130,0.0653,130,130,110,20,UPI,NEWUSER10,2,Express,0
O0000407,20250120,C02299,P0169,S044,1,3000,0.0281,3000,3000,2090,910,Credit Card,NONE,5,Standard,0
O0000408,20250114,C00895,P0060,S002,1,630,0.1191,630,630,530,100,Debit Card,BULK5,6,Standard,0
O0000409,20250601,C00026,P0083,S021,1,26340,0.121,26340,26340,22270,4070,UPI,FESTIVE15,3,Standard,0
O0000410,20250107,C01085,P0158,S042,1,290,0.1231,290,290,210,80,Credit Card,BULK5,6,Standard,0
O0000411,20251004,C01165,P0096,S028,1,2600,0.0882,2600,2600,1720,880,UPI,NONE,4,Standard,0
O0000412,20250604,C01693,P0171,S045,2,27040,0.1193,54080,54080,46820,7260,UPI,FESTIVE15,3,Standard,0
O0000413,20250702,C00367,P0069,S026,2,16450,0.1241,32900,32900,27320,5580,Credit Card,NEWUSER10,0,Express,0
O0000414,20250503,C01362,P0042,S031,3,690,0.0758,2070,2070,1710,360,Net Banking,BANK10,7,Standard,0
O0000415,20251006,C00790,P0005,S025,1,540,0.103,540,540,410,130,UPI,NEWUSER10,5,Standard,0
O0000416,20250606,C01239,P0072,S042,1,16610,0,16610,16610,11830,4780,UPI,NONE,3,Standard,0
O0000417,20250113,C00060,P0012,S006,1,110,0,110,110,70,40,UPI,NONE,3,Standard,0
O0000418,20250628,C01321,P0104,S018,1,22010,0.0634,22010,22010,16370,5640,Credit Card,NEWUSER10,6,Standard,0
O0000419,20250306,C00089,P0003,S031,1,230,0.1037,230,230,200,30,UPI,BANK10,3,Standard,0
O0000420,20250806,C02134,P0019,S023,3,140,0.0297,420,420,300,120,Net Banking,NONE,1,Express,0
O0000421,20250725,C01783,P0098,S044,1,150,0,150,150,100,50,Debit Card,NONE,5,Standard,0
O0000422,20250623,C02302,P0110,S027,2,390,0.1231,780,780,600,180,Wallet,BULK5,2,Express,0
O0000423,20250521,C01637,P0035,S006,1,120,0.0882,120,120,100,20,Cash,NEWUSER10,2,Express,0
O0000424,20250806,C02448,P0134,S028,1,530,0,530,530,360,170,UPI,NONE,0,Express,0
O0000425,20250906,C00521,P0073,S015,2,90,0.122,180,180,120,60,Credit Card,FESTIVE15,6,Standard,0
O0000426,20251117,C00016,P0034,S022,1,280,0.0233,280,280,180,100,Net Banking,NONE,5,Standard,0
O0000427,20251218,C02253,P0083,S004,1,29590,0.0128,29590,29590,22270,7320,Credit Card,NONE,0,Express,0
O0000428,20250131,C01650,P0167,S040,2,4980,0.0188,9960,0,7440,-7440,Credit Card,NONE,5,Standard,1
O0000429,20250829,C01720,P0096,S019,1,2790,0.0221,2790,2790,1720,1070,Debit Card,NONE,4,Standard,0
O0000430,20250131,C00726,P0154,S037,2,1800,0.1283,3600,3600,3220,380,UPI,CLEARANCE20,5,Standard,0
O0000431,20250602,C00841,P0161,S022,2,40,0.1992,80,80,80,0,UPI,CLEARANCE20,2,Express,0
O0000432,20250928,C01698,P0041,S043,5,5960,0.0953,29800,29800,23700,6100,Credit Card,NEWUSER10,0,Express,0
O0000433,20250717,C01020,P0008,S017,2,450,0.0415,900,900,720,180,UPI,NONE,2,Express,0
O0000434,20251022,C00191,P0121,S005,1,630,0.0712,630,0,450,-450,UPI,NEWUSER10,1,Express,1
O0000435,20251130,C00732,P0089,S022,2,900,0.0749,1800,1800,1400,400,UPI,BANK10,5,Standard,0
O0000436,20251222,C00961,P0065,S002,2,490,0.0754,980,980,620,360,Net Banking,BANK10,0,Express,0
O0000437,20250903,C02077,P0024,S037,1,30,0.0043,30,30,20,10,Wallet,NONE,3,Standard,0
O0000438,20250903,C00860,P0027,S042,2,290,0.1871,580,580,480,100,Net Banking,FESTIVE15,2,Express,0
O0000439,20251021,C01235,P0167,S010,1,5040,0.0081,5040,5040,3720,1320,UPI,NONE,2,Express,0
O0000440,20250327,C01495,P0026,S003,2,460,0.1417,920,920,700,220,UPI,FESTIVE15,3,Standard,0
O0000441,20250421,C00339,P0166,S035,1,170,0.0655,170,0,120,-120,Credit Card,NONE,4,Standard,1
O0000442,20250505,C01456,P0048,S032,1,160,0.0784,160,160,130,30,Wallet,BULK5,3,Standard,0
O0000443,20250929,C00505,P0026,S036,1,470,0.1388,470,470,350,120,Credit Card,FESTIVE15,3,Standard,0
O0000444,20250509,C02196,P0094,S026,1,3780,0.0777,3780,3780,3110,670,UPI,NONE,3,Standard,0
O0000445,20250220,C00742,P0022,S027,5,3390,0.1287,16950,16950,11650,5300,UPI,NEWUSER10,5,Standard,0
O0000446,20251019,C00762,P0050,S013,2,770,0.1021,1540,1540,1000,540,UPI,NONE,4,Standard,0
O0000447,20251001,C01008,P0020,S015,1,430,0.0784,430,430,300,130,Debit Card,BANK10,2,Express,0
O0000448,20250805,C00902,P0004,S029,1,450,0.032,450,450,290,160,Net Banking,NONE,1,Express,0
O0000449,20251118,C01482,P0018,S043,3,36320,0.0756,108960,108960,81390,27570,UPI,NONE,3,Standard,0
O0000450,20251017,C01808,P0175,S014,1,220,0.0993,220,220,130,90,Credit Card,BULK5,3,Standard,0
O0000451,20251125,C02411,P0029,S017,1,280,0.1243,280,280,220,60,Net Banking,BANK10,2,Express,0
O0000452,20250405,C02221,P0040,S027,1,940,0.1091,940,940,700,240,UPI,NEWUSER10,2,Express,0
O0000453,20250212,C00655,P0029,S003,1,260,0.1774,260,260,220,40,UPI,BANK10,4,Standard,0
O0000454,20250505,C01510,P0014,S030,1,980,0.0182,980,980,580,400,Wallet,NONE,7,Standard,0
O0000455,20251030,C00822,P0030,S007,1,280,0.049,280,280,200,80,Credit Card,NONE,5,Standard,0
O0000456,20251204,C02014,P0019,S031,2,120,0.1203,240,240,200,40,Net Banking,BANK10,2,Express,0
O0000457,20250210,C00060,P0027,S041,1,350,0.0345,350,350,240,110,Credit Card,NONE,3,Standard,0
O0000458,20251109,C02488,P0083,S042,1,21750,0.2743,21750,21750,22270,-520,UPI,CLEARANCE20,4,Standard,0
O0000459,20250624,C00932,P0069,S007,4,17080,0.0904,68320,68320,54640,13680,Wallet,BANK10,4,Standard,0
O0000460,20251026,C01862,P0033,S027,1,720,0.1001,720,720,560,160,Credit Card,NONE,6,Standard,0
O0000461,20250907,C01688,P0046,S021,1,80,0.0571,80,80,70,10,Debit Card,BULK5,3,Standard,0
O0000462,20250122,C00918,P0084,S023,1,220,0.1356,220,220,190,30,Cash,BULK5,2,Express,0
O0000463,20250626,C02408,P0076,S032,1,180,0.0055,180,180,110,70,Debit Card,NONE,3,Standard,0
O0000464,20250202,C00668,P0022,S045,2,3890,0,7780,7780,4660,3120,UPI,NONE,2,Express,0
O0000465,20250505,C01851,P0161,S026,2,50,0.0863,100,100,80,20,UPI,BANK10,3,Standard,0
O0000466,20251004,C02322,P0071,S025,1,650,0.0322,650,650,470,180,UPI,NONE,2,Express,0
O0000467,20250907,C00295,P0064,S030,1,270,0,270,270,190,80,Credit Card,NONE,4,Standard,0
O0000468,20250915,C02293,P0104,S023,1,22720,0.0331,22720,22720,16370,6350,UPI,NONE,5,Standard,0
O0000469,20250830,C02226,P0052,S016,3,45930,0,137790,137790,102480,35310,Debit Card,NONE,1,Express,0
O0000470,20250106,C00950,P0113,S038,1,560,0,560,560,370,190,UPI,NONE,2,Express,0
O0000471,20250801,C02097,P0165,S030,1,250,0.0299,250,250,200,50,UPI,NONE,2,Express,0
O0000472,20250627,C00016,P0153,S026,4,140,0.205,560,560,560,0,UPI,FESTIVE15,3,Standard,0
O0000473,20250712,C00473,P0058,S001,1,29410,0.2027,29410,29410,26580,2830,Debit Card,CLEARANCE20,5,Standard,0
O0000474,20250319,C01882,P0018,S013,2,39290,0,78580,78580,54260,24320,UPI,NONE,1,Express,0
O0000475,20250915,C02336,P0022,S012,2,3590,0.0762,7180,7180,4660,2520,Wallet,BULK5,4,Standard,0
